questionId,optionId,dimensionCode,subdimensionCode,variantType,primarySignal,secondarySignals,primaryAxisContribution,secondaryAxisModifiers,signalStrength,confidenceBand,sensitivityHandling,reviewRouting,crossFamilyHandling,safetyNotes,correctionNotes
Q098,A,BD,BD_HOLDING_RESPONSE,social_contextual,reply_pressure,social_modulation,"[social_context_modulation_axis] + [social_distance_axis, boundary_scope_axis]",reply_pressure: cross-family primary exception bounded by BD_HOLDING_RESPONSE source context; does not create independent social_distance conclusion; social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_human_review_sensitive,source_bounded_cross_family_primary,no_reply_or_contact_advice; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,"cross-family containment note added; reviewRouting recalibrated: needs_review -> needs_human_review_sensitive; routing is privacy review, not score"
Q098,B,BD,BD_HOLDING_RESPONSE,social_contextual,partial_reasoning,"social_modulation, response_timing_buffer, load_externalization","[social_context_modulation_axis, pressure_response_axis] + [clarity_decision_axis, social_distance_axis, boundary_scope_axis, emotional_load_axis]",partial_reasoning: cross-family primary exception bounded by BD_HOLDING_RESPONSE source context; does not create independent clarity_decision conclusion; social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; load_externalization: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q098,C,BD,BD_HOLDING_RESPONSE,social_contextual,role_load,social_modulation,"[social_context_modulation_axis, pressure_response_axis] + [role_distance_axis, boundary_scope_axis, social_distance_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_high,needs_human_review_sensitive,modifier_only,no_reply_or_contact_advice; no_work_family_duty_judgment; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q098,D,BD,BD_HOLDING_RESPONSE,social_contextual,returnable_distance,social_modulation,"[social_context_modulation_axis] + [social_distance_axis, boundary_scope_axis]",returnable_distance: cross-family primary exception bounded by BD_HOLDING_RESPONSE source context; does not create independent social_distance conclusion; social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,no_reply_or_contact_advice; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q098,E,BD,BD_HOLDING_RESPONSE,social_contextual,scope_expansion,social_modulation,"[social_context_modulation_axis, pressure_response_axis] + [boundary_scope_axis, social_distance_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_review,modifier_only,no_reply_or_contact_advice; no_work_family_duty_judgment; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q099,A,BD,BD_HOLDING_RESPONSE,recovery_adjustment,response_pause,method_shift,"[recovery_adjustment_axis, pressure_response_axis] + [boundary_scope_axis, recovery_margin_axis]",method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_low,needs_review,modifier_only,no_therapy_or_wellness_prescription; confidence_not_intensity,"confidenceBand decoupled from signalStrength: H -> M; reviewRouting recalibrated: none -> needs_review; routing is privacy review, not score"
Q099,B,BD,BD_HOLDING_RESPONSE,recovery_adjustment,boundary_awareness,"response_timing_buffer, method_shift","[recovery_adjustment_axis, pressure_response_axis] + [boundary_scope_axis, recovery_margin_axis]",method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_medium,needs_review,modifier_only,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; no_work_family_duty_judgment; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q099,C,BD,BD_HOLDING_RESPONSE,recovery_adjustment,response_timing_buffer,method_shift,"[recovery_adjustment_axis, pressure_response_axis] + [boundary_scope_axis, recovery_margin_axis]",method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_medium,needs_review,modifier_only,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q099,D,BD,BD_HOLDING_RESPONSE,recovery_adjustment,partial_reasoning,"boundary_awareness, later_review, method_shift","[recovery_adjustment_axis, awareness_reflection_axis, pressure_response_axis] + [clarity_decision_axis, boundary_scope_axis, awareness_reflection_axis, recovery_margin_axis]",partial_reasoning: cross-family primary exception bounded by BD_HOLDING_RESPONSE source context; does not create independent clarity_decision conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,no_therapy_or_wellness_prescription; no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q099,E,BD,BD_HOLDING_RESPONSE,recovery_adjustment,recovery_margin_need,"social_modulation, state_notice, method_shift","[recovery_adjustment_axis, social_context_modulation_axis, awareness_reflection_axis] + [recovery_margin_axis, social_distance_axis, awareness_reflection_axis, boundary_scope_axis]",recovery_margin_need: cross-family primary exception bounded by BD_HOLDING_RESPONSE source context; does not create independent recovery_pattern conclusion; social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; state_notice: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_low,needs_review,source_bounded_cross_family_primary,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,cross-family containment note added
Q100,A,BD,BD_HOLDING_RESPONSE,reflection_revisit,boundary_awareness,"later_review, self_observation_strength","[awareness_reflection_axis, pressure_response_axis] + [boundary_scope_axis, awareness_reflection_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_review,modifier_only,no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q100,B,BD,BD_HOLDING_RESPONSE,reflection_revisit,social_modulation,"later_review, self_observation_strength","[awareness_reflection_axis, social_context_modulation_axis] + [social_distance_axis, awareness_reflection_axis, boundary_scope_axis]",social_modulation: cross-family primary exception bounded by BD_HOLDING_RESPONSE source context; does not create independent social_distance conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_low,needs_review,source_bounded_cross_family_primary,no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,cross-family containment note added
Q100,C,BD,BD_HOLDING_RESPONSE,reflection_revisit,scope_expansion,"state_notice, schedule_reframe, later_review, self_observation_strength","[awareness_reflection_axis, pressure_response_axis] + [boundary_scope_axis, awareness_reflection_axis, rhythm_structure_axis]",state_notice: cross-family auxiliary modifier; does not create independent subdimension conclusion; schedule_reframe: cross-family auxiliary modifier; does not create independent subdimension conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_review,modifier_only,no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q100,D,BD,BD_HOLDING_RESPONSE,reflection_revisit,partial_reasoning,"social_modulation, response_timing_buffer, load_externalization, later_review, self_observation_strength","[awareness_reflection_axis, social_context_modulation_axis, pressure_response_axis] + [clarity_decision_axis, social_distance_axis, boundary_scope_axis, emotional_load_axis, awareness_reflection_axis]",partial_reasoning: cross-family primary exception bounded by BD_HOLDING_RESPONSE source context; does not create independent clarity_decision conclusion; social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; load_externalization: cross-family auxiliary modifier; does not create independent subdimension conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q100,E,BD,BD_HOLDING_RESPONSE,reflection_revisit,response_timing_buffer,"boundary_awareness, later_review, self_observation_strength","[awareness_reflection_axis, pressure_response_axis] + [boundary_scope_axis, awareness_reflection_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_review,modifier_only,no_reply_or_contact_advice; no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q101,A,BD,BD_ROLE_DISTANCE,core_behavior,role_load,"social_modulation, role_distance","[baseline_tendency_axis, social_context_modulation_axis] + [role_distance_axis, boundary_scope_axis, social_distance_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_high,needs_human_review_sensitive,modifier_only,no_reply_or_contact_advice; no_work_family_duty_judgment; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q101,B,BD,BD_ROLE_DISTANCE,core_behavior,role_load,"social_modulation, recovery_margin_need, state_notice, role_distance","[baseline_tendency_axis, social_context_modulation_axis, recovery_adjustment_axis, awareness_reflection_axis] + [role_distance_axis, boundary_scope_axis, social_distance_axis, recovery_margin_axis, awareness_reflection_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; recovery_margin_need: cross-family auxiliary modifier; does not create independent subdimension conclusion; state_notice: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_high,needs_human_review_sensitive,modifier_only,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q101,C,BD,BD_ROLE_DISTANCE,core_behavior,role_distance,"social_modulation, role_load","[baseline_tendency_axis, social_context_modulation_axis] + [role_distance_axis, boundary_scope_axis, social_distance_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_high,needs_human_review_sensitive,modifier_only,no_reply_or_contact_advice; no_work_family_duty_judgment; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q101,D,BD,BD_ROLE_DISTANCE,core_behavior,role_distance,"social_modulation, later_review, state_notice, role_load","[baseline_tendency_axis, social_context_modulation_axis, awareness_reflection_axis] + [role_distance_axis, boundary_scope_axis, social_distance_axis, awareness_reflection_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; state_notice: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_high,needs_human_review_sensitive,modifier_only,no_reply_or_contact_advice; no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q101,E,BD,BD_ROLE_DISTANCE,core_behavior,role_aftereffect,"social_modulation, returnable_distance, later_review, role_load","[baseline_tendency_axis, social_context_modulation_axis, awareness_reflection_axis] + [role_distance_axis, boundary_scope_axis, social_distance_axis, awareness_reflection_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; returnable_distance: cross-family auxiliary modifier; does not create independent subdimension conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_high,needs_human_review_sensitive,modifier_only,no_reply_or_contact_advice; no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q102,A,BD,BD_ROLE_DISTANCE,scenario_pressure,role_load,"social_modulation, role_distance, tension_pressure","[pressure_response_axis, social_context_modulation_axis] + [role_distance_axis, boundary_scope_axis, social_distance_axis, emotional_load_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; tension_pressure: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_high,needs_human_review_sensitive,modifier_only,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_work_family_duty_judgment; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q102,B,BD,BD_ROLE_DISTANCE,scenario_pressure,role_distance,"social_modulation, state_notice, role_load, tension_pressure","[pressure_response_axis, social_context_modulation_axis, awareness_reflection_axis] + [role_distance_axis, boundary_scope_axis, social_distance_axis, awareness_reflection_axis, emotional_load_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; state_notice: cross-family auxiliary modifier; does not create independent subdimension conclusion; tension_pressure: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_high,needs_human_review_sensitive,modifier_only,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q102,C,BD,BD_ROLE_DISTANCE,scenario_pressure,role_load,"social_modulation, role_distance, tension_pressure","[pressure_response_axis, social_context_modulation_axis] + [role_distance_axis, boundary_scope_axis, social_distance_axis, emotional_load_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; tension_pressure: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_high,needs_human_review_sensitive,modifier_only,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_work_family_duty_judgment; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q102,D,BD,BD_ROLE_DISTANCE,scenario_pressure,later_review,"state_notice, role_distance, tension_pressure","[pressure_response_axis, awareness_reflection_axis] + [role_distance_axis, awareness_reflection_axis, boundary_scope_axis, emotional_load_axis]",later_review: cross-family primary exception bounded by BD_ROLE_DISTANCE source context; does not create independent self_observation conclusion; state_notice: cross-family auxiliary modifier; does not create independent subdimension conclusion; tension_pressure: cross-family auxiliary modifier; does not create independent subdimension conclusion,0,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity; zero_not_negative_no_meaningful_source_axis_contribution,signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added
Q102,E,BD,BD_ROLE_DISTANCE,scenario_pressure,boundary_awareness,"social_modulation, role_load, role_distance, tension_pressure","[pressure_response_axis, social_context_modulation_axis] + [role_distance_axis, boundary_scope_axis, social_distance_axis, emotional_load_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; tension_pressure: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_high,needs_human_review_sensitive,modifier_only,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_work_family_duty_judgment; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q103,A,BD,BD_ROLE_DISTANCE,social_contextual,role_load,"social_modulation, returnable_distance, role_distance","[social_context_modulation_axis, pressure_response_axis] + [role_distance_axis, boundary_scope_axis, social_distance_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; returnable_distance: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_high,needs_human_review_sensitive,modifier_only,no_reply_or_contact_advice; no_work_family_duty_judgment; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q103,B,BD,BD_ROLE_DISTANCE,social_contextual,role_load,"social_modulation, role_distance","[social_context_modulation_axis, pressure_response_axis] + [role_distance_axis, boundary_scope_axis, social_distance_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_high,needs_human_review_sensitive,modifier_only,no_reply_or_contact_advice; no_work_family_duty_judgment; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q103,C,BD,BD_ROLE_DISTANCE,social_contextual,role_distance,"social_modulation, recovery_margin_need, role_load","[social_context_modulation_axis, recovery_adjustment_axis, pressure_response_axis] + [role_distance_axis, boundary_scope_axis, social_distance_axis, recovery_margin_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; recovery_margin_need: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_high,needs_human_review_sensitive,modifier_only,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; no_work_family_duty_judgment; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q103,D,BD,BD_ROLE_DISTANCE,social_contextual,social_modulation,"state_notice, role_distance","[social_context_modulation_axis, awareness_reflection_axis, pressure_response_axis] + [role_distance_axis, social_distance_axis, awareness_reflection_axis, boundary_scope_axis]",social_modulation: cross-family primary exception bounded by BD_ROLE_DISTANCE source context; does not create independent social_distance conclusion; state_notice: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,no_reply_or_contact_advice; no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q103,E,BD,BD_ROLE_DISTANCE,social_contextual,recovery_margin_need,"role_distance, social_modulation","[social_context_modulation_axis, recovery_adjustment_axis, pressure_response_axis] + [role_distance_axis, recovery_margin_axis, boundary_scope_axis, social_distance_axis]",recovery_margin_need: cross-family primary exception bounded by BD_ROLE_DISTANCE source context; does not create independent recovery_pattern conclusion; social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; no_work_family_duty_judgment; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q104,A,BD,BD_ROLE_DISTANCE,recovery_adjustment,quiet_reset_need,"returnable_distance, role_distance, method_shift","[recovery_adjustment_axis, social_context_modulation_axis, pressure_response_axis] + [role_distance_axis, emotional_load_axis, social_distance_axis, boundary_scope_axis, recovery_margin_axis]",quiet_reset_need: cross-family primary exception bounded by BD_ROLE_DISTANCE source context; does not create independent emotional_load conclusion; returnable_distance: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_therapy_or_wellness_prescription; no_work_family_duty_judgment; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q104,B,BD,BD_ROLE_DISTANCE,recovery_adjustment,routine_anchor,"reset_by_task, role_distance, method_shift","[recovery_adjustment_axis, pressure_response_axis] + [role_distance_axis, rhythm_structure_axis, recovery_margin_axis, boundary_scope_axis]",routine_anchor: cross-family primary exception bounded by BD_ROLE_DISTANCE source context; does not create independent rhythm_daily_flow conclusion; reset_by_task: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,no_therapy_or_wellness_prescription; no_work_family_duty_judgment; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q104,C,BD,BD_ROLE_DISTANCE,recovery_adjustment,reset_by_social_contact,"social_modulation, load_externalization, role_load, role_distance, method_shift","[recovery_adjustment_axis, social_context_modulation_axis, pressure_response_axis] + [role_distance_axis, recovery_margin_axis, social_distance_axis, emotional_load_axis, boundary_scope_axis]",reset_by_social_contact: cross-family primary exception bounded by BD_ROLE_DISTANCE source context; does not create independent recovery_pattern conclusion; social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; load_externalization: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_high,needs_human_review_sensitive,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_therapy_or_wellness_prescription; no_work_family_duty_judgment; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q104,D,BD,BD_ROLE_DISTANCE,recovery_adjustment,role_aftereffect,"social_modulation, response_timing_buffer, load_externalization, method_shift","[recovery_adjustment_axis, social_context_modulation_axis, pressure_response_axis] + [role_distance_axis, boundary_scope_axis, social_distance_axis, emotional_load_axis, recovery_margin_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; load_externalization: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_high,needs_human_review_sensitive,modifier_only,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_therapy_or_wellness_prescription; no_work_family_duty_judgment; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q104,E,BD,BD_ROLE_DISTANCE,recovery_adjustment,schedule_reframe,"recovery_margin_need, role_distance, method_shift","[recovery_adjustment_axis, pressure_response_axis] + [role_distance_axis, rhythm_structure_axis, recovery_margin_axis, boundary_scope_axis]",schedule_reframe: cross-family primary exception bounded by BD_ROLE_DISTANCE source context; does not create independent rhythm_daily_flow conclusion; recovery_margin_need: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,0,L,private_medium,needs_review,source_bounded_cross_family_primary,no_therapy_or_wellness_prescription; no_work_family_duty_judgment; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity; zero_not_negative_no_meaningful_source_axis_contribution,signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added
Q105,A,BD,BD_ROLE_DISTANCE,reflection_revisit,scope_expansion,"boundary_awareness, later_review, state_notice, schedule_reframe, role_distance","[awareness_reflection_axis, pressure_response_axis] + [role_distance_axis, boundary_scope_axis, awareness_reflection_axis, rhythm_structure_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; state_notice: cross-family auxiliary modifier; does not create independent subdimension conclusion; schedule_reframe: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_review,modifier_only,no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q105,B,BD,BD_ROLE_DISTANCE,reflection_revisit,scope_expansion,"role_distance, later_review, self_observation_strength","[awareness_reflection_axis, pressure_response_axis] + [role_distance_axis, boundary_scope_axis, awareness_reflection_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_review,modifier_only,no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q105,C,BD,BD_ROLE_DISTANCE,reflection_revisit,role_load,"social_modulation, role_distance, later_review, self_observation_strength","[awareness_reflection_axis, social_context_modulation_axis, pressure_response_axis] + [role_distance_axis, boundary_scope_axis, social_distance_axis, awareness_reflection_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_high,needs_human_review_sensitive,modifier_only,no_reply_or_contact_advice; no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q105,D,BD,BD_ROLE_DISTANCE,reflection_revisit,role_aftereffect,"social_modulation, response_timing_buffer, later_review, load_externalization, role_load","[awareness_reflection_axis, social_context_modulation_axis, pressure_response_axis] + [role_distance_axis, boundary_scope_axis, social_distance_axis, awareness_reflection_axis, emotional_load_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; load_externalization: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_high,needs_human_review_sensitive,modifier_only,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q105,E,BD,BD_ROLE_DISTANCE,reflection_revisit,boundary_awareness,"later_review, state_notice, role_distance, self_observation_strength","[awareness_reflection_axis, pressure_response_axis] + [role_distance_axis, boundary_scope_axis, awareness_reflection_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; state_notice: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_review,modifier_only,no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q106,A,SO,SO_NOTICING_STATE,core_behavior,state_notice,none,"[baseline_tendency_axis, awareness_reflection_axis] + [awareness_reflection_axis]",none,3,M,private_low,needs_review,native_source_contribution,no_maturity_superiority_fixed_identity_or_compliance_framing; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q106,B,SO,SO_NOTICING_STATE,core_behavior,response_pause,feedback_filtering,"[baseline_tendency_axis, awareness_reflection_axis] + [feedback_filtering_axis, boundary_scope_axis, awareness_reflection_axis]",response_pause: cross-family primary exception bounded by SO_NOTICING_STATE source context; does not create independent boundary conclusion,0,L,private_medium,needs_review,source_bounded_cross_family_primary,no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity; zero_not_negative_no_meaningful_source_axis_contribution,"signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
